collection_no,NOW_loc,collection_name,collection_aka,stratgroup,formation,member,cc,cc.1,state,county,early_interval,late_interval,max_ma,min_ma,diff,notes,
15415,CP64C,Low Hopes,UCM 79007,,DeBeque,,US,US,Colorado,Garfield,Wasatchian,,55.8,50.3,5.5,,
15413,CP64C,Nipple Hollow,FMNH 354-41,,DeBeque,,US,US,Colorado,Garfield,Wasatchian,,55.8,50.3,5.5,,
15418,CP64C,Nipple Hollow (Brown Layer),FMNH 440-41,,DeBeque,,US,US,Colorado,Garfield,Wasatchian,,55.8,50.3,5.5,,
15336,CP64C,Parachute Creek Valley (FMNH 63-41),,,DeBeque,,US,US,Colorado,Garfield,Wasatchian,,55.8,50.3,5.5,,
15337,CP64C,Parachute Creek Valley (FMNH 65-41),,,DeBeque,,US,US,Colorado,Garfield,Wasatchian,,55.8,50.3,5.5,,
15328,CP64C,Pedestal Hollow,FMNH 54-C-47,,DeBeque,,US,US,Colorado,Garfield,Wasatchian,,55.8,50.3,5.5,,
15409,CP64C,Raumen Cabin (South),UCM 78048,,DeBeque,,US,US,Colorado,Garfield,Wasatchian,,55.8,50.3,5.5,,
15329,CP64C,Ridge in Doodlebug Gulch,FMNH 66-C-47,,DeBeque,,US,US,Colorado,Garfield,Wasatchian,,55.8,50.3,5.5,,
15338,CP64C,Roan Cliffs at Rulison (FMNH 177-41),,,DeBeque,,US,US,Colorado,Garfield,Wasatchian,,55.8,50.3,5.5,,
15334,CP64C,Sharrard Park,FMNH 249-41,,DeBeque,,US,US,Colorado,Garfield,Wasatchian,,55.8,50.3,5.5,,
15421,CP64C,Steve's Folly,UCM 78092,,DeBeque,,US,US,Colorado,Garfield,Wasatchian,,55.8,50.3,5.5,,
15327,CP64C,UCM 83191,,,DeBeque,,US,US,Colorado,Garfield,Wasatchian,,55.8,50.3,5.5,,
15414,CP64C,Vicinity of Nipple Hollow,FMNH 146-C-47,,DeBeque,,US,US,Colorado,Garfield,Wasatchian,,55.8,50.3,5.5,,
15340,CP64C,West Side of Wide Draw W of Main Face,FMNH 205-41,,DeBeque,,US,US,Colorado,Garfield,Wasatchian,,55.8,50.3,5.5,,
15230,CP64C,8 Miles West of Meeker,,,DeBeque,,US,US,Colorado,Rio Blanco,Wasatchian,,55.8,50.3,5.5,,
15231,CP64C,Deep Channel Creek,UCM 78053,,DeBeque,,US,US,Colorado,Rio Blanco,Wasatchian,,55.8,50.3,5.5,,
15423,CP64D,1 Mile West of the Head of Plateau Creek,FMNH 775-39,,DeBeque,,US,US,Colorado,Mesa,Bridgerian,,50.3,46.2,4.1,,
223454,CP65,CM Sand Wash Locality 4,Clay Buttes,,Washakie,,US,US,Colorado,Moffat,Uintan,,46.2,40.4,5.8,,
16623,CP65,Sand Wash,,,Washakie,,US,US,Colorado,Moffat,Early Uintan,,46.2,40.4,5.8,,
16968,CP67,Florissant mammal bed,,,Florissant,,US,US,Colorado,Teller,Chadronian,,37.2,33.9,3.3,,
85117,CP67,UCM locality 92179,Florissant,,Florissant,,US,US,Colorado,Teller,Late Chadronian,,37.2,33.9,3.3,,
156988,CP68A,UW V-47001,"UCM 77224, UCM 81015; Kings Canyon Fauna",,White River,,US,US,Colorado,Jackson,Middle Chadronian,Late Chadronian,37.2,33.9,3.3,,
99642,CP68B,Trigonias Quarry,Lower Quarry; Trigonias Quarries; Upper Quarry; Weld County Quarry,,Chadron,,US,US,Colorado,Weld,Chadronian,,37.2,33.9,3.3,,
16977,CP68B,Horsetail Creek,Horse Tail Creek,,White River,Horsetail Creek,US,US,Colorado,Logan,Chadronian,,37.2,33.9,3.3,,
17081,CP68C,Cedar Creek (Lower),Clyde Ward Ranch,White River,Brule,Cedar Creek,US,US,Colorado,Logan,Orellan,,33.9,33.3,0.6,,
17082,CP68C,Cedar Creek (Middle),,White River,Brule,Cedar Creek,US,US,Colorado,Logan,Orellan,,33.9,33.3,0.6,,
17083,CP68C,Cedar Creek (Upper),,White River,Brule,Cedar Creek,US,US,Colorado,Logan,Orellan,,33.9,33.3,0.6,,
84613,CP68C,Chimney Canyon,,,Brule,Cedar Creek,US,US,Colorado,Logan,Orellan,,33.9,33.3,0.6,,
118198,CP68C,Cedar Creek,,White River,Brule,,US,US,Colorado,Logan County,Orellan,,33.9,33.3,0.6,,
17197,CP68C,Stone Ranch,,,White River,,US,US,Colorado,Yuma,Orellan,,33.9,33.3,0.6,,
17426,CP68D,Vista,,,White River,Vista,US,US,Colorado,Logan,Whitneyan,,33.3,30.8,2.5,,
19128,CP69II,Yampa,,,Split Rock,,US,US,Colorado,Routt,Chattian,Aquitanian,28.1,20.44,7.66,,
16654,CP6A,White River Pocket,,,Uinta,upper Wagonhound,US,US,Utah,Uintah,Uintan,,46.2,40.4,5.8,,
222805,CP6A,BYU 1751,,,Uinta,Wagonhound,US,US,Utah,Uintah,Uintan,,46.2,40.4,5.8,,
16606,CP6A,Mouth of White River,,,Uinta,Wagonhound,US,US,Utah,Uintah,Uintan,,46.2,40.4,5.8,,
16608,CP6A,Myton (Upper Uinta B),,,Uinta,Wagonhound,US,US,Utah,Uintah,Uintan,,46.2,40.4,5.8,,
16646,CP6A,Wagonhound Canyon (Uinta B2),Wagonhound Bend,,Uinta,Wagonhound,US,US,Utah,Uintah,Uintan,,46.2,40.4,5.8,,
16655,CP6A,White River (Basal Uinta B1),,,Uinta,Wagonhound,US,US,Utah,Uintah,Uintan,,46.2,40.4,5.8,,
16656,CP6A,White River (Upper Uinta B1),,,Uinta,Wagonhound,US,US,Utah,Uintah,Uintan,,46.2,40.4,5.8,,
16658,CP6A,Willow Creek (Uinta A),,,Uinta,Wagonhound,US,US,Utah,Uintah,Uintan,,46.2,40.4,5.8,,
16659,CP6A,Willow Creek (Uinta B1),,,Uinta,Wagonhound,US,US,Utah,Uintah,Uintan,,46.2,40.4,5.8,,
186888,CP6A,WU-8,,,Uinta,Wagonhound,US,US,Utah,Uintah,Early Uintan,,46.2,40.4,5.8,,
186894,CP6A,WU-83,,,Uinta,Wagonhound,US,US,Utah,Uintah,Uintan,,46.2,40.4,5.8,,
189826,CP6A,Leland Bench Wash,,,Uinta,Wagonhound,US,US,Utah,,Uintan,,46.2,40.4,5.8,,
93090,CP6A,WU-05,,,Uinta,,US,US,Utah,Uintah,Early Uintan,,46.2,40.4,5.8,,
109202,CP6A,WU-101,,,Uinta,,US,US,Utah,Uintah,Early Uintan,,46.2,40.4,5.8,,
109203,CP6A,WU-110,,,Uinta,,US,US,Utah,Uintah,Early Uintan,,46.2,40.4,5.8,,
109204,CP6A,WU-115,,,Uinta,,US,US,Utah,Uintah,Early Uintan,,46.2,40.4,5.8,,
109207,CP6A,WU-2,,,Uinta,,US,US,Utah,Uintah,Early Uintan,,46.2,40.4,5.8,,
109206,CP6A,WU-80,,,Uinta,,US,US,Utah,Uintah,Early Uintan,,46.2,40.4,5.8,,
93091,CP6A,WU-86,,,Uinta,,US,US,Utah,Uintah,Early Uintan,,46.2,40.4,5.8,,
16572,CP6AA,Gnat-Out-Of-Hell,WU-18,,Uinta,B2,US,US,Utah,Uintah,Early Uintan,,46.2,40.4,5.8,,
16548,CP6AA,Coyote Basin (Uinta B),,,Uinta,Wagonhound,US,US,Utah,Uintah,Uintan,,46.2,40.4,5.8,,
16607,CP6B,Myton Pocket,Protylopus Quarry,,Uinta,lower Myton,US,US,Utah,Duchesne,Uintan,,46.2,40.4,5.8,,
16625,CP6B,Skull Pass Quarry,,,Uinta,lower Myton,US,US,Utah,Uintah,Uintan,,46.2,40.4,5.8,,
16592,CP6B,Lake Fork,,,Uinta,Myton,US,US,Utah,Duchesne,Uintan,,46.2,40.4,5.8,,
222799,CP6B,BYU 1780,,,Uinta,Myton,US,US,Utah,Uintah,Uintan,,46.2,40.4,5.8,,
16593,CP6B,Leland Bench Draw,,,Uinta,Myton,US,US,Utah,Uintah,Uintan,,46.2,40.4,5.8,,
16609,CP6B,Northwest of Ouray,,,Uinta,Myton,US,US,Utah,Uintah,Uintan,,46.2,40.4,5.8,,
109171,CP6B,West Fork of Antelope Draw,,,Uinta,Myton,US,US,Utah,Uintah,Late Uintan,,46.2,40.4,5.8,,
16657,CP6B,White River (Uinta C),,,Uinta,Myton,US,US,Utah,Uintah,Uintan,,46.2,40.4,5.8,,
186895,CP6B,WU-123,,,Uinta,Myton,US,US,Utah,Uintah,Uintan,,46.2,40.4,5.8,,
109166,CP6B,WU-210,,,Uinta,Myton,US,US,Utah,Uintah,Late Uintan,,46.2,40.4,5.8,,
109167,CP6B,WU-212,,,Uinta,Myton,US,US,Utah,Uintah,Late Uintan,,46.2,40.4,5.8,,
186896,CP6B,WU-223,,,Uinta,Myton,US,US,Utah,Uintah,Uintan,,46.2,40.4,5.8,,
213066,CP6B,WU-26,,,Uinta,Myton,US,US,Utah,Uintah,Uintan,,46.2,40.4,5.8,,
213059,CP6B,WU-50,,,Uinta,Myton,US,US,Utah,Uintah,Uintan,,46.2,40.4,5.8,,
222803,CP6B,WU-56,,,Uinta,Myton,US,US,Utah,Uintah,Uintan,,46.2,40.4,5.8,,
222804,CP6B,WU-91,WU-16-009,,Uinta,Myton,US,US,Utah,Uintah,Uintan,,46.2,40.4,5.8,,
16594,CP6B,Leota Ranch,Leota Quarry; Thorne Quarry,,Uinta,Uinta C,US,US,Utah,Uintah,Uintan,,46.2,40.4,5.8,,
16575,CP6B,Harn Quarry,,,Uinta,,US,US,Utah,Uintah,Uintan,,46.2,40.4,5.8,,
16589,CP6B,Kennedy's Hole,,,Uinta,,US,US,Utah,Uintah,Uintan,,46.2,40.4,5.8,,
109205,CP6B,WU-48,,,Uinta,,US,US,Utah,Uintah,Late Uintan,,46.2,40.4,5.8,,
93089,CP6B,WU-72,Devil's Playground,,Uinta,,US,US,Utah,Uintah,Early Uintan,,46.2,40.4,5.8,,
17965,CP71,Martin Canyon Quarry A,,,Pawnee Creek,,US,US,Colorado,Logan,Hemingfordian,,20.43,15.97,4.46,,
17964,CP71,"Merycochoerus Quarry, Martin Canyon",,,Pawnee Creek,,US,US,Colorado,Logan,Hemingfordian,,20.43,15.97,4.46,,
18813,CP72A,Big Creek Park,,,? Browns Park,,US,US,Colorado,Jackson,Miocene,,23.03,5.333,17.697,,
19043,CP72A,Saratoga Valley (Lewis),,,North Park,,US,US,Wyoming,Carbon,Miocene,,23.03,5.333,17.697,,
19045,CP72A,Saratoga Valley (McGrew),,,North Park,,US,US,Wyoming,Carbon,Miocene,,23.03,5.333,17.697,,
19044,CP72A,Saratoga Valley (Montagne & Barnes),,,North Park,,US,US,Wyoming,Carbon,Miocene,,23.03,5.333,17.697,,
19007,CP72B,Peterson Ridge,,,North Park,middle,US,US,Colorado,Jackson,Miocene,,23.03,5.333,17.697,,
19008,CP72B,Piney River,Rickstrew Ranch; USGS D523,,North Park,,US,US,Colorado,Eagle,Miocene,,23.03,5.333,17.697,,
19047,CP72B,Shield Mountain,,,North Park,,US,US,Colorado,Routt,Miocene,,23.03,5.333,17.697,,
18867,CP73B,Cross Mountain,USGS D857,,Browns Park,,US,US,Colorado,Moffat,Miocene,,23.03,5.333,17.697,,
18874,CP73C,Douglas Mountain,,,Browns Park,Weller Sandstone,US,US,Colorado,Moffat,Miocene,,23.03,5.333,17.697,,
18846,CP73D,Cedar Springs Draw,USGS D856,,Browns Park,,US,US,Colorado,Moffat,Late Miocene,,11.608,5.333,6.275,,
18986,CP73E,Near Craig,,,Browns Park,,US,US,Colorado,Moffat,Clarendonian,,13.6,10.3,3.3,,
18978,CP74A,Middle Park (Middle),,,Troublesome,,US,US,Colorado,Grand,Early Miocene,,23.03,15.97,7.06,,
18976,CP74A,Middle Park (USGS D522),,,Troublesome,,US,US,Colorado,Grand,Miocene,,23.03,5.333,17.697,,
18934,CP74A0,Junction,,,Troublesome,upper,US,US,Colorado,Grand,Miocene,,23.03,5.333,17.697,,
18902,CP74A0,Granby,UCMP V-77027,,Troublesome,,US,US,Colorado,Grand,Miocene,,23.03,5.333,17.697,,
19091,CP74A0,Substation Locality,UCMP V-82045,,Troublesome,,US,US,Colorado,Grand,Miocene,,23.03,5.333,17.697,,
18979,CP74B,Middle Park (Upper),USGS D520,,Troublesome,upper,US,US,Colorado,Grand,Middle Miocene,,15.97,11.608,4.362,,
35608,CP74B,U.S. Highway 40 Roadcut,USGS D645 (65-G-6),,Troublesome,,US,US,Colorado,grand,Early Hemingfordian,,20.43,15.97,4.46,,
18977,CP74C,Middle Park (USGS D526),,,Troublesome,,US,US,Colorado,Grand,Miocene,,23.03,5.333,17.697,,
231902,CP75B,HQ Quarry,,,,,US,US,Colorado,Weld ,Early Barstovian,,15.97,13.6,2.37,,
17893,CP75B,Courthouse Butte,Court House Buttes,,Pawnee Creek,,US,US,Colorado,Weld,Hemingfordian,,20.43,15.97,4.46,,
17908,CP75B,Eubanks,Eubanks Ranch House; Pawnee Quarry,,Pawnee Creek,,US,US,Colorado,Weld,Hemingfordian,,20.43,15.97,4.46,,
18203,CP75C,Horse and Mastodon Quarry,,,Pawnee Creek,,US,US,Colorado,Weld,Barstovian,,15.97,13.6,2.37,,
18220,CP76B,Kennesaw,,,Pawnee Creek Beds,,US,US,Colorado,Logan,Barstovian,,15.97,13.6,2.37,,
230947,CP76B,Cedar Creek,,Ogallala,,,US,US,Colorado,Logan County,Barstovian,,15.97,13.6,2.37,,
18445,CP76B,Vim-Peetz,,,Pawnee Creek Beds,,US,US,Colorado,Logan,Barstovian,Clarendonian,15.97,10.3,5.67,,
18310,CP76B,Pawnee Buttes (Upper Beds),Euhl Pit; Tapir Hill; Uhl Pit,,Ogallala,,US,US,Colorado,Weld,Miocene,,23.03,5.333,17.697,,
18495,CP78,Wray,Beecher Island,,,,US,US,Colorado,Yuma,Hemphillian,,10.3,4.9,5.4,,
16519,CP7A,Baser Bend,,,Duchesne River,Brennan Basin,US,US,Utah,Uintah,Uintan,,46.2,40.4,5.8,,
16555,CP7A,Five Miles South of Vernal,,,Duchesne River,Brennan Basin,US,US,Utah,Uintah,Uintan,,46.2,40.4,5.8,,
16531,CP7A,Randlett Point,Randlett Fauna,,Duchesne River,Brennan Basin,US,US,Utah,Uintah,Uintan,,46.2,40.4,5.8,,
16637,CP7A,Twelve Mile Bridge,,,Duchesne River,Brennan Basin,US,US,Utah,Uintah,Uintan,,46.2,40.4,5.8,,
16574,CP7B,Halfway Hollow (Dry Gulch Creek Member),DUPLICATE REF 1438 or 1439,,Duchesne River,Dry Gulch Creek,US,US,Utah,Duchesne,Uintan,,46.2,40.4,5.8,,
16847,CP7C,Halfway Hollow (Lapoint Member),,,Duchesne River,Lapoint,US,US,Utah,Uintah,Duchesnean,,40.4,37.2,3.2,,
16861,CP7C,Titanothere Quarry,Duchesneodus Quarry; Duchesne River Quarry; Uinta Quarry<br>DUPLICATE REF 1438 or 1439,,Duchesne River,Lapoint,US,US,Utah,Uintah,Duchesnean,,40.4,37.2,3.2,,
16948,CP8,East Canyon,,,Norwood Tuff,,US,US,Utah,Morgan,Chadronian,,37.2,33.9,3.3,,
19744,CP80,Donnelly Ranch,,,,,US,US,Colorado,Las Animas,Blancan,,4.9,1.8,3.1,,
152653,CP81,Porcupine cave,,,,,US,US,Colorado,Park,Irvingtonian,,1.8,0.3,1.5,,
16823,CP82,Antelope Creek (SDSM V-582),,,Slim Buttes,,US,US,South Dakota,Harding,Duchesnean,,40.4,37.2,3.2,,
16825,CP82,Antelope Creek (SDSM V-6244),,,Slim Buttes,,US,US,South Dakota,Harding,Duchesnean,,40.4,37.2,3.2,,
16824,CP82,Antelope Creek (SDSM V-634),,,Slim Buttes,,US,US,South Dakota,Harding,Duchesnean,,40.4,37.2,3.2,,
16885,CP83A,Ahearn,,,Chadron,Ahearn,US,US,South Dakota,Pennington and Shannon,Chadronian,,37.2,33.9,3.3,,
168799,CP83A,5 miles west of Cheyenne River midway bn. French & Battle Creek,,,Chadron,Ahearn,US,US,South Dakota,,Chadronian,,37.2,33.9,3.3,,
17043,CP83B,Whitehead Creek,,,"""Titanotherium Beds""",,US,US,Nebraska,Sioux,Chadronian,,37.2,33.9,3.3,,
16938,CP83B,Crazy Johnson,,,Chadron,Crazy Johnson,US,US,South Dakota,Pennington and Shannon,Chadronian,,37.2,33.9,3.3,,
16899,CP83B,Bear Creek (Lower Titanotherium Beds),,,Chadron,,US,US,South Dakota,Shannon,Chadronian,,37.2,33.9,3.3,,
16900,CP83B,Bear Creek (Middle Titanotherium Beds),,,Chadron,,US,US,South Dakota,Shannon,Chadronian,,37.2,33.9,3.3,,
16936,CP83B,Corral Draw (Lower Titanotherium Beds),,,Chadron,,US,US,South Dakota,Shannon,Chadronian,,37.2,33.9,3.3,,
16937,CP83B,Corral Draw (Middle Titanotherium Beds),,,Chadron,,US,US,South Dakota,Shannon,Chadronian,,37.2,33.9,3.3,,
16978,CP83B,Indian Creek (Middle Titanotherium Beds),,,Chadron,,US,US,South Dakota,Shannon,Chadronian,,37.2,33.9,3.3,,
17012,CP83B,Quinn Draw (Lower Titanotherium Beds),,,Chadron,,US,US,South Dakota,Shannon,Chadronian,,37.2,33.9,3.3,,
17013,CP83B,Quinn Draw (Middle Titanotherium Beds),,,Chadron,,US,US,South Dakota,Shannon,Chadronian,,37.2,33.9,3.3,,
186970,CP83C,UMPC V6316 Sand Creek,,White River,Chadron,Peanut Peak,US,US,Nebraska,Sioux,Chadronian,,37.2,33.9,3.3,,
186971,CP83C,UMPC V6324 Orella Road,,White River,Chadron,Peanut Peak,US,US,Nebraska,Sioux,Chadronian,,37.2,33.9,3.3,,
186972,CP83C,UMPC V6335 Whitehead Creek Locality,,White River,Chadron,Peanut Peak,US,US,Nebraska,Sioux,Chadronian,,37.2,33.9,3.3,,
17006,CP83C,Peanut Peak,,,Chadron,Peanut Peak,US,US,South Dakota,Shannon,Chadronian,,37.2,33.9,3.3,,
17007,CP83C,Peanut Peak Microfauna,,,Chadron,upper,US,US,South Dakota,Shannon,Chadronian,,37.2,33.9,3.3,,
16967,CP83C,Flat Top Butte,,,Chadron,,US,US,South Dakota,Fall River,Chadronian,,37.2,33.9,3.3,,
16913,CP83C,Bohling Ranch,,,Chadron,,US,US,South Dakota,Shannon,Chadronian,,37.2,33.9,3.3,,
17115,CP84A,Harris Ranch Unit A,,,Brule,lower,US,US,South Dakota,Fall River,Orellan,,33.9,33.3,0.6,,
17153,CP84A,Oreodon Layer (1892 AMNH Collection),,,Brule,lower Scenic,US,US,South Dakota,Pennington and Scenic,Orellan,,33.9,33.3,0.6,,
17141,CP84A,Metamynodon Layer (1892 AMNH Collection),,,Brule,lower Scenic,US,US,South Dakota,Shannon,Orellan,,33.9,33.3,0.6,,
17067,CP84A,Battle Spring Draw (Lower Nodular Zone),"Nevis Creek, Battle Draw Spring",White River,Brule,Poleslide,US,US,South Dakota,Shannon,Orellan,,33.9,33.3,0.6,,
17183,CP84A,Silas Ranch (Brule A),,,Brule,Scenic,US,US,South Dakota,Fall River,Orellan,,33.9,33.3,0.6,,
17184,CP84A,Silas Ranch (Brule B),,,Brule,Scenic,US,US,South Dakota,Fall River,Orellan,,33.9,33.3,0.6,,
17182,CP84A,Short Pine Hills (Orellan),,White River,Brule,Scenic,US,US,South Dakota,Harding,Orellan,,33.9,33.3,0.6,,
17121,CP84A,Hodge's Basin,,,Brule,Scenic,US,US,South Dakota,Jackson,Orellan,,33.9,33.3,0.6,,
17146,CP84A,Norbeck Pass (Scenic Member),,,Brule,Scenic,US,US,South Dakota,Jackson,Orellan,,33.9,33.3,0.6,,
17161,CP84A,P.U. Coll. Loc. No. 1014-A2,,,Brule,Scenic,US,US,South Dakota,Jackson,Orellan,,33.9,33.3,0.6,,
17298,CP84A,West of Interior,,,Brule,Scenic,US,US,South Dakota,Jackson,Orellan,,33.9,33.3,0.6,,
17061,CP84A,Banded Silts (Princeton),,,Brule,Scenic,US,US,South Dakota,Pennington,Orellan,,33.9,33.3,0.6,,
17133,CP84A,Bear Creek (Lower Nodular Zone),,,Brule,Scenic,US,US,South Dakota,Pennington,Orellan,,33.9,33.3,0.6,,
17068,CP84A,Bear Creek (Upper Nodular Zone),,,Brule,Scenic,US,US,South Dakota,Pennington,Orellan,,33.9,33.3,0.6,,
17084,CP84A,Chamberlain Pass (Lower Nodular Zone),,,Brule,Scenic,US,US,South Dakota,Pennington,Orellan,,33.9,33.3,0.6,,
17085,CP84A,Chamberlain Pass (Upper Nodular Zone),,,Brule,Scenic,US,US,South Dakota,Pennington,Orellan,,33.9,33.3,0.6,,
17088,CP84A,Conata,,,Brule,Scenic,US,US,South Dakota,Pennington,Orellan,,33.9,33.3,0.6,,
17089,CP84A,Conata Picnic Ground,Big Pig Dig,,Brule,Scenic,US,US,South Dakota,Pennington,Orellan,,33.9,33.3,0.6,,
17102,CP84A,Dillon Pass (North),SDSM Collection IV,,Brule,Scenic,US,US,South Dakota,Pennington,Orellan,,33.9,33.3,0.6,,
17103,CP84A,Dillon Pass (South),SDSM Collection III,,Brule,Scenic,US,US,South Dakota,Pennington,Orellan,,33.9,33.3,0.6,,
17143,CP84A,Miller Basin (Brule Zone A),,,Brule,Scenic,US,US,South Dakota,Pennington,Orellan,,33.9,33.3,0.6,,
17144,CP84A,Miller Basin (Brule Zone B),,,Brule,Scenic,US,US,South Dakota,Pennington,Orellan,,33.9,33.3,0.6,,
224881,CP84A,"North Unit, Badlands National Park",,White River,Brule,Scenic,US,US,South Dakota,Pennington,Orellan,,33.9,33.3,0.6,,
17158,CP84A,Pinnacles Overlook,,,Brule,Scenic,US,US,South Dakota,Pennington,Orellan,,33.9,33.3,0.6,,
17170,CP84A,Saddle Horse Pass (Brule A),,,Brule,Scenic,US,US,South Dakota,Pennington,Orellan,,33.9,33.3,0.6,,
17171,CP84A,Saddle Horse Pass (Brule B),,,Brule,Scenic,US,US,South Dakota,Pennington,Orellan,,33.9,33.3,0.6,,
17173,CP84A,Sage Creek Basin (East),Collection VI; Swamp Assemblage; Swampy Plains Facies,,Brule,Scenic,US,US,South Dakota,Pennington,Orellan,,33.9,33.3,0.6,,
17174,CP84A,Sage Creek Basin (West),"Collections I, II, and V; Floodplain Assemblage; Open Plain Facies",,Brule,Scenic,US,US,South Dakota,Pennington,Orellan,,33.9,33.3,0.6,,
17195,CP84A,South of White River,,,Brule,Scenic,US,US,South Dakota,Pennington,Orellan,,33.9,33.3,0.6,,
17198,CP84A,Tyree Basin Locality 39,DUPLICATE REF 3661 or 3662 or 3704,White River,Brule,Scenic,US,US,South Dakota,Pennington,Orellan,,33.9,33.3,0.6,,
17180,CP84A,Sheep Mountain Table (Lower Nodular Zone),,,Brule,Scenic,US,US,South Dakota,Pennington and Shannon,Orellan,,33.9,33.3,0.6,,
17057,CP84A,Arrow Wound Table,,,Brule,Scenic,US,US,South Dakota,Shannon,Orellan,,33.9,33.3,0.6,,
17058,CP84A,Babby Butte,DUPLICATE REF 1975 or 1979,White River,Brule,Scenic,US,US,South Dakota,Shannon,Orellan,,33.9,33.3,0.6,,
17065,CP84A,Battle Creek Draw (Brule A),,,Brule,Scenic,US,US,South Dakota,Shannon,Orellan,,33.9,33.3,0.6,,
17066,CP84A,Battle Creek Draw (Brule B),,,Brule,Scenic,US,US,South Dakota,Shannon,Orellan,,33.9,33.3,0.6,,
17092,CP84A,Corral Draw (Lower Nodular Zone),,,Brule,Scenic,US,US,South Dakota,Shannon,Orellan,,33.9,33.3,0.6,,
17093,CP84A,Corral Draw (Middle Oreodon Beds),,White River,Brule,Scenic,US,US,South Dakota,Shannon,Orellan,,33.9,33.3,0.6,,
17095,CP84A,Cottonwood Creek (Upper Nodular Zone),,,Brule,Scenic,US,US,South Dakota,Shannon,Orellan,,33.9,33.3,0.6,,
17094,CP84A,Cottonwood Pass (Lower Nodular Zone),"Collections VII, VIII, and IX; Near Stream Facies",,Brule,Scenic,US,US,South Dakota,Shannon,Orellan,,33.9,33.3,0.6,,
17097,CP84A,Cuny Table,,,Brule,Scenic,US,US,South Dakota,Shannon,Orellan,,33.9,33.3,0.6,,
17130,CP84A,Little Corral Draw,,,Brule,Scenic,US,US,South Dakota,Shannon,Orellan,,33.9,33.3,0.6,,
68719,CP84A,Metamynodon Sandstone between Cottonwood Pass and Stronghold Table,,,Brule,Scenic,US,US,South Dakota,Shannon,Orellan,,33.9,33.3,0.6,,
17162,CP84A,Quinn Draw (Lower Nodular Zone),,,Brule,Scenic,US,US,South Dakota,Shannon,Orellan,,33.9,33.3,0.6,,
17163,CP84A,Quinn Draw (Upper Nodular Zone),,,Brule,Scenic,US,US,South Dakota,Shannon,Orellan,,33.9,33.3,0.6,,
17166,CP84A,Red Shirt Table,,,Brule,Scenic,US,US,South Dakota,Shannon,Orellan,,33.9,33.3,0.6,,
17179,CP84A,Sheep Mountain (Middle Oreodon),DUPLICATE REF 3725 or 3745,,Brule,Scenic,US,US,South Dakota,Shannon,Orellan,,33.9,33.3,0.6,,
17181,CP84A,Sheep Mountain Road,,White River,Brule,Scenic,US,US,South Dakota,Shannon,Orellan,,33.9,33.3,0.6,,
17192,CP84A,Spring Creek,Brule Zone B,White River,Brule,Scenic,US,US,South Dakota,Shannon,Orellan,,33.9,33.3,0.6,,
17296,CP84A,Upper Nodular Zone (Princeton),,,Brule,Scenic,US,US,South Dakota,Shannon,Orellan,,33.9,33.3,0.6,,
17304,CP84A,Yellow Root Medicine Creek,,,Brule,Scenic,US,US,South Dakota,Shannon,Orellan,,33.9,33.3,0.6,,
17053,CP84A,Above Mouth of Potato Creek,,,Brule,Scenic,US,US,South Dakota,Washabaugh,Orellan,,33.9,33.3,0.6,,
17156,CP84A,Pasture Creek,,,Brule,Scenic,US,US,South Dakota,Washabaugh,Orellan,,33.9,33.3,0.6,,
17142,CP84A,Middle Oreodon Beds (1892 AMNH Collection),,,Brule,upper Scenic,US,US,South Dakota,Pennington and Scenic,Orellan,,33.9,33.3,0.6,,
17295,CP84A,Upper Nodular Zone (1892 AMNH Collection),,,Brule,upper Scenic,US,US,South Dakota,Pennington and Scenic,Orellan,,33.9,33.3,0.6,,
17151,CP84A,Oelrichs (Lower),,,Brule,,US,US,South Dakota,Fall River,Orellan,,33.9,33.3,0.6,,
76168,CP84A,Pass Creek Oreodon Zone,,,Brule,,US,US,South Dakota,Jackson,Orellan,,33.9,33.3,0.6,,
180329,CP84A,Indian Creek (Oreodon Beds),,,Brule,,US,US,South Dakota,Shannon,Orellan,,33.9,33.3,0.6,,
17169,CP84A,Rockyford (Lower Brule),,,Brule,,US,US,South Dakota,Shannon,Orellan,,33.9,33.3,0.6,,
17186,CP84A,Slim Buttes Brule A,,,,,US,US,South Dakota,Harding,Orellan,,33.9,33.3,0.6,,
17187,CP84A,Slim Buttes Brule B,,,,,US,US,South Dakota,Harding,Orellan,,33.9,33.3,0.6,,
17188,CP84A,Slim Buttes Brule C,,,,,US,US,South Dakota,Harding,Orellan,,33.9,33.3,0.6,,
17189,CP84A,Slim Buttes Brule D,,,,,US,US,South Dakota,Harding,Orellan,,33.9,33.3,0.6,,
17190,CP84A,Slim Buttes Brule E,,,,,US,US,South Dakota,Harding,Orellan,,33.9,33.3,0.6,,
17367,CP84A,Red Shirt Table,,,Brule,Poleslide,US,US,South Dakota,Shannon,Whitneyan,,33.3,30.8,2.5,,
17079,CP84B,Cedar Bluffs,,,Brule,,US,US,South Dakota,Shannon,Orellan,,33.9,33.3,0.6,,
17315,CP84B,Cedar Pass (Barren Clays),,,Brule,lower Poleslide,US,US,South Dakota,Jackson,Whitneyan,,33.3,30.8,2.5,,
170168,CP84B,Cedar Pass (SDSM V712),,,Brule,lower Poleslide,US,US,South Dakota,Jackson,Whitneyan,,33.3,30.8,2.5,,
